filepath,architecture,model,direction,genre,source_file,text_length,sttr,ttr,mtld,hdd,mean_sent_len,sd_sent_len,sent_skew,sent_kurt,n_sents,sent_pos,sent_neu,sent_neg,sent_polarity,sent_volatility,pos_entropy,func_word_ratio,alpha_ratio,punct_ratio,digit_ratio
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_005_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_005.txt,994,0.7561,0.5221,52.2133,0.0719,18.0727,8.4614,1.1769,1.8464,55,0.103,0.816,0.081,0.9847,0,0.6161,0.3028,0.7812,0.0292,0.0007
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_006_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_006.txt,1027,0.7442,0.5463,54.6251,0.0667,19.0185,14.8243,1.7833,3.8478,54,0.147,0.783,0.07,0.9982,0,0.6275,0.2931,0.7857,0.0326,0.0034
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_007_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_007.txt,1052,0.7085,0.4696,46.9582,0.0716,19.1273,13.6862,3.1644,14.2515,55,0.107,0.827,0.066,0.992,0,0.6249,0.3394,0.7854,0.0319,0.0029
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_008_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_008.txt,1023,0.7463,0.5455,54.5455,0.0654,15.0441,11.3428,2.1365,7.7416,68,0.093,0.805,0.102,-0.8482,0,0.6251,0.3021,0.784,0.0327,0.0021
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_009_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_009.txt,973,0.7783,0.5848,58.4789,0.0658,16.7759,10.3924,1.1699,2.2967,58,0.112,0.815,0.074,0.9936,0,0.6191,0.2919,0.786,0.0304,0.0023
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_010_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_010.txt,951,0.7867,0.5668,56.6772,0.0697,16.3966,12.0329,1.0866,0.6,58,0.097,0.814,0.09,0.7181,0,0.6373,0.2713,0.7778,0.0387,0.0007
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_011_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_011.txt,999,0.7567,0.5495,54.955,0.0686,15.8571,11.6889,1.1168,0.9127,63,0.086,0.821,0.093,-0.814,0,0.6213,0.2783,0.7859,0.0336,0.0016
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_012_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_012.txt,1073,0.759,0.5191,51.9105,0.0674,19.8704,11.1023,0.9262,0.5521,54,0.098,0.796,0.106,-0.9646,0,0.602,0.2945,0.7901,0.0312,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_013_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_013.txt,1004,0.7505,0.5259,52.5896,0.0715,14.7647,10.964,1.3111,1.4001,68,0.074,0.772,0.154,-0.9984,0,0.6312,0.2649,0.7805,0.0319,0.0027
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_014_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_014.txt,1004,0.7768,0.5687,56.8725,0.0653,16.1935,9.9901,0.8654,0.4409,62,0.083,0.849,0.069,0.8731,0,0.6479,0.2988,0.7793,0.0346,0.0054
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_015_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_015.txt,1018,0.7826,0.5776,57.7603,0.0637,19.2075,10.1802,0.7763,-0.2398,53,0.07,0.789,0.141,-0.9983,0,0.6196,0.2898,0.7842,0.0332,0.0009
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_016_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_016.txt,1066,0.738,0.5253,52.5328,0.0661,16.4,7.4747,0.6789,0.0873,65,0.101,0.811,0.088,0.9774,0,0.6182,0.303,0.7816,0.0334,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_017_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_017.txt,1039,0.7758,0.5669,56.6891,0.0643,18.2281,11.4448,0.681,-0.1337,57,0.068,0.87,0.062,0.8606,0,0.6216,0.2916,0.789,0.035,0.0021
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_018_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_018.txt,1055,0.775,0.5403,54.0284,0.0658,16.4844,10.5608,1.0409,1.3856,64,0.085,0.803,0.112,-0.9906,0,0.6195,0.2796,0.7812,0.0312,0.0007
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_019_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_019.txt,870,0.7506,0.5276,52.7586,0.0817,17.4,8.9733,0.7458,0.1489,50,0.121,0.827,0.051,0.9971,0,0.6312,0.3011,0.7807,0.0301,0.0035
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_literature_020_zh2en.txt,llm,glm-5,zh2en,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_lit/text_020.txt,777,0.7243,0.529,52.8958,0.0895,21.0,10.7653,0.6499,-0.2369,37,0.109,0.794,0.097,0.9314,0,0.604,0.278,0.7876,0.0302,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_001_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_001.txt,247,0.7433,0.6194,61.9433,0.2274,24.7,8.186,-0.6868,-0.2381,10,0.128,0.872,0.0,0.982,0,0.5415,0.2915,0.8335,0.0176,0.0094
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_002_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_002.txt,315,0.77,0.619,61.9048,0.1843,21.0,9.4657,0.083,-1.3544,15,0.134,0.859,0.007,0.992,0,0.5788,0.3079,0.8189,0.0158,0.0158
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_003_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_003.txt,280,0.775,0.6464,64.6429,0.2005,17.5,7.0356,-0.0926,-1.3464,16,0.142,0.837,0.022,0.985,0,0.508,0.3,0.8402,0.0153,0.004
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_004_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_004.txt,320,0.71,0.5969,59.6875,0.1793,20.0,7.9922,0.4922,-0.0384,16,0.199,0.801,0.0,0.9955,0,0.5962,0.325,0.8145,0.0204,0.0159
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_005_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_005.txt,294,0.755,0.6361,63.6054,0.1867,18.375,9.0752,1.2753,1.0852,16,0.12,0.846,0.034,0.9781,0,0.5322,0.3435,0.8265,0.0136,0.0052
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_006_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_006.txt,291,0.7225,0.5911,59.1065,0.208,19.4,7.4815,0.2492,-0.7922,15,0.121,0.879,0.0,0.986,0,0.5136,0.2921,0.8362,0.0141,0.0044
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_007_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_007.txt,292,0.775,0.6507,65.0685,0.1924,19.4667,7.4732,-0.0762,-1.1579,15,0.21,0.774,0.016,0.9967,0,0.5387,0.3082,0.834,0.0173,0.0089
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_008_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_008.txt,308,0.728,0.6331,63.3117,0.1804,19.25,8.4816,0.679,0.0611,16,0.11,0.89,0.0,0.9852,0,0.5752,0.2987,0.8233,0.0246,0.0103
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_009_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_009.txt,282,0.7775,0.6525,65.2482,0.1993,18.8,6.4519,-0.2533,-0.9752,15,0.176,0.815,0.01,0.9925,0,0.5337,0.2801,0.8318,0.0145,0.008
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_010_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_010.txt,283,0.7025,0.6148,61.4841,0.1989,18.8667,8.0653,0.1988,-0.8182,15,0.111,0.885,0.004,0.9845,0,0.5351,0.3251,0.8289,0.016,0.0057
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_011_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_011.txt,304,0.738,0.6283,62.8289,0.1864,19.0,7.5416,-0.1311,-1.1725,16,0.133,0.867,0.0,0.9891,0,0.5271,0.3125,0.833,0.0164,0.0051
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_012_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_012.txt,284,0.78,0.6655,66.5493,0.1931,18.9333,8.2742,0.4979,-0.4028,15,0.152,0.848,0.0,0.9893,0,0.5232,0.2641,0.8379,0.021,0.0038
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_013_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_013.txt,292,0.72,0.6301,63.0137,0.1934,18.25,7.4035,0.5794,-0.3114,16,0.171,0.829,0.0,0.993,0,0.566,0.2842,0.8239,0.0223,0.0087
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_014_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_014.txt,303,0.742,0.6337,63.3663,0.1855,18.9375,6.5714,-0.0285,-0.5754,16,0.117,0.878,0.005,0.9859,0,0.5094,0.2871,0.8371,0.0163,0.0023
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_015_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_015.txt,315,0.732,0.6254,62.5397,0.1794,18.5294,6.2696,0.4213,0.2221,17,0.167,0.807,0.026,0.9914,0,0.5588,0.3206,0.825,0.0179,0.0101
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_016_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_016.txt,301,0.736,0.6346,63.4551,0.1851,18.8125,8.7122,1.1338,0.8997,16,0.124,0.876,0.0,0.9863,0,0.5852,0.3056,0.8174,0.0213,0.0126
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_017_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_017.txt,291,0.7725,0.6838,68.3849,0.1841,18.1875,7.804,0.2155,-1.3905,16,0.173,0.827,0.0,0.9933,0,0.5588,0.2887,0.8273,0.0243,0.0071
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_018_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_018.txt,275,0.76,0.6727,67.2727,0.2,17.1875,6.9841,0.3526,-0.9055,16,0.125,0.87,0.005,0.9861,0,0.5678,0.28,0.8249,0.0221,0.0103
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_019_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_019.txt,271,0.7575,0.6531,65.3137,0.2027,16.9375,5.9316,-0.4377,-0.2237,16,0.205,0.795,0.0,0.9953,0,0.5079,0.2989,0.8428,0.0176,0.0039
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5/zh_news_020_zh2en.txt,llm,glm-5,zh2en,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/zh_news/text_020.txt,320,0.702,0.5938,59.375,0.1824,20.0,8.6241,0.777,0.2603,16,0.121,0.859,0.02,0.9837,0,0.5155,0.3469,0.8359,0.0139,0.0049
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_001_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_001.txt,3,0.7225,0.625,62.5,0.201,1.0,0.0,nan,nan,18,0.0,1.0,0.0,0.0,0,0.3521,0.0,0.8873,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_002_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_002.txt,3,0.6775,0.5428,54.2751,0.227,1.0,0.0,nan,nan,18,0.0,1.0,0.0,0.0,0,0.3911,0.0,0.8675,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_003_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_003.txt,3,0.7267,0.6167,61.6667,0.2318,1.0,0.0,nan,nan,18,0.0,1.0,0.0,0.0,0,0.3274,0.0,0.8989,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_004_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_004.txt,4,0.718,0.6262,62.623,0.1777,1.0,0.0,nan,nan,17,0.0,1.0,0.0,0.0,0,0.3295,0.0,0.898,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_005_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_005.txt,3,0.66,0.583,58.2996,0.2229,1.0,0.0,nan,nan,19,0.0,1.0,0.0,0.0,0,0.3852,0.0,0.8706,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_006_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_006.txt,3,0.7367,0.5943,59.4262,0.2344,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3825,0.0,0.897,0.0,0.0201
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_007_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_007.txt,4,0.705,0.5589,55.8904,0.1623,1.0,0.0,nan,nan,16,0.0,1.0,0.0,0.0,0,0.3232,0.0,0.9009,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_008_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_008.txt,4,0.698,0.582,58.2043,0.1786,1.0,0.0,nan,nan,21,0.0,1.0,0.0,0.0,0,0.3573,0.0,0.8848,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_009_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_009.txt,3,0.67,0.6197,61.9658,0.2285,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3444,0.0,0.891,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_010_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_010.txt,4,0.702,0.5833,58.3333,0.1638,1.0,0.0,nan,nan,19,0.0,1.0,0.0,0.0,0,0.362,0.0,0.8825,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_011_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_011.txt,3,0.7267,0.621,62.1005,0.2465,1.0,0.0,nan,nan,16,0.0,1.0,0.0,0.0,0,0.3655,0.0,0.8807,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_012_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_012.txt,4,0.692,0.589,58.8957,0.1735,1.0,0.0,nan,nan,15,0.0,1.0,0.0,0.0,0,0.3229,0.0,0.901,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_013_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_013.txt,3,0.6567,0.6058,60.5809,0.2247,1.0,0.0,nan,nan,17,0.0,1.0,0.0,0.0,0,0.3482,0.0,0.8892,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_014_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_014.txt,3,0.6433,0.5602,56.0185,0.2638,1.0,0.0,nan,nan,15,0.0,1.0,0.0,0.0,0,0.3597,0.0,0.8836,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_015_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_015.txt,3,0.7067,0.6224,62.2407,0.2261,1.0,0.0,nan,nan,16,0.0,1.0,0.0,0.0,0,0.3622,0.0,0.8824,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_016_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_016.txt,3,0.6075,0.4921,49.2126,0.2463,1.0,0.0,nan,nan,17,0.0,1.0,0.0,0.0,0,0.4092,0.0,0.877,0.0,0.0107
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_017_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_017.txt,3,0.6767,0.5769,57.6923,0.2437,1.0,0.0,nan,nan,16,0.0,1.0,0.0,0.0,0,0.3514,0.0,0.8877,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_018_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_018.txt,4,0.7233,0.6257,62.5698,0.1551,1.0,0.0,nan,nan,22,0.0,1.0,0.0,0.0,0,0.3443,0.0,0.891,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_019_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_019.txt,4,0.718,0.6393,63.9344,0.1727,1.0,0.0,nan,nan,19,0.0,1.0,0.0,0.0,0,0.3474,0.0,0.8896,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_literature_020_en2zh.txt,llm,glm-5.1,en2zh,lit,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_lit/text_020.txt,4,0.706,0.6025,60.2484,0.1762,1.0,0.0,nan,nan,22,0.0,1.0,0.0,0.0,0,0.3412,0.0,0.8925,0.0,0.0
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_001_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_001.txt,4,0.78,0.65,65.0,0.1861,1.0,0.0,nan,nan,15,0.0,1.0,0.0,0.0,0,0.2992,0.0,0.9199,0.0,0.0056
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_002_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_002.txt,4,0.7475,0.6455,64.5522,0.2089,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.3472,0.0,0.9095,0.0,0.0168
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_003_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_003.txt,4,0.7725,0.6729,67.2862,0.1979,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.384,0.0,0.8994,0.0021,0.0185
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_004_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_004.txt,4,0.7625,0.6679,66.791,0.2039,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.4484,0.0,0.8833,0.0063,0.0292
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_005_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_005.txt,5,0.7475,0.6337,63.37,0.2068,1.0714,0.2575,3.3282,9.0769,14,0.0,1.0,0.0,0.0,0,0.3126,0.0,0.917,0.0,0.0081
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_006_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_006.txt,4,0.745,0.664,66.4,0.2168,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3677,0.0,0.9018,0.0,0.0179
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_007_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_007.txt,4,0.7375,0.6392,63.9216,0.2206,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.295,0.0,0.9204,0.0,0.0044
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_008_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_008.txt,4,0.745,0.6475,64.751,0.2154,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.2724,0.0,0.931,0.0,0.0065
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_009_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_009.txt,4,0.7525,0.6444,64.4444,0.2071,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.4459,0.0,0.8836,0.0042,0.0333
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_010_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_010.txt,4,0.805,0.6678,66.782,0.1899,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.297,0.0,0.9228,0.0,0.0077
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_011_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_011.txt,6,0.7575,0.6531,65.3137,0.2039,1.1538,0.5329,3.1754,8.0833,13,0.0,1.0,0.0,0.0,0,0.3996,0.0,0.8912,0.0,0.0226
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_012_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_012.txt,4,0.74,0.6532,65.3226,0.2235,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.3428,0.0,0.9105,0.0,0.0157
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_013_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_013.txt,4,0.7575,0.6396,63.9576,0.1996,1.0,0.0,nan,nan,13,0.0,1.0,0.0,0.0,0,0.2782,0.0,0.9298,0.0,0.0076
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_014_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_014.txt,4,0.76,0.6453,64.5283,0.2132,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3981,0.0,0.8961,0.0,0.0326
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_015_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_015.txt,4,0.7325,0.6218,62.1818,0.2082,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3012,0.0,0.9218,0.0,0.0085
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_016_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_016.txt,4,0.755,0.6259,62.585,0.1931,1.0,0.0,nan,nan,14,0.0,1.0,0.0,0.0,0,0.3403,0.0,0.9122,0.0019,0.0115
/home/xieguiawu/Desktop/ML/Teddy/translations/glm-5.1/en_news_017_en2zh.txt,llm,glm-5.1,en2zh,news,/home/xieguiawu/Desktop/ML/Teddy/data/source_texts/en_news/text_017.txt,6,0.765,0.6595,65.9498,0.1966,1.1333,0.3399,2.1573,2.6538,15,0.0,1.0,0.0,0.0,0,0.4588,0.0,0.8799,0.0039,0.0394
